invoicelineid,quantity,unitprice
1662,1,4.13
1663,1,2.08
1664,12,1.65
1665,4,3.75
1666,5,2.95
1667,12,1.45
1668,1,1.66
1669,2,8.5
1670,40,1.25
1671,12,1.25
1672,3,1.25
1673,2,2.46
1674,24,0.85
1675,8,4.25
1676,1,2.95
1677,24,0.55
1678,4,4.95
1679,2,1.63
1680,1,2.92
1681,24,1.65
1682,8,1.95
1683,1,4.96
1684,1,2.55
1685,24,0.55
1686,24,2.08
1687,1,9.95
1688,24,0.29
1689,24,1.95
1690,2,5.95
1691,8,3.75
1692,1,2.1
1693,1,5.95
1694,1,4.96
1695,9,5.45
1696,12,0.83
1697,4,6.95
1698,1,0.83
1699,1,3.75
1700,1,5.06
1701,12,1.65
1702,2,3.75
1703,2,8.5
1704,3,12.5
1705,120,20.8
1706,2,3.29
1707,2,4.95
1708,1,4.13
1709,24,0.65
1710,9,0.83
1711,3,2.1
1712,5,4.13
1713,1,25.49
1714,48,0.19
1715,3,0.85
1716,2,3.29
1717,96,0.72
1718,5,1.63
1719,3,4.95
1720,24,1.25
1721,2,1.65
1722,12,1.45
1723,2,1.63
1724,3,5.95
1725,1,8.29
1726,4,3.25
1727,8,2.08
1728,1,5.79
1729,30,5.95
1730,4,0.55
1731,12,0.85
1732,12,1.25
1733,-6,1.95
1734,10,0.85
1735,2,4.15
1736,2,8.5
1737,1,16.63
1738,2,0.42
1739,12,3.39
1740,12,0.85
1741,1,2.95
1742,1,3.75
1743,1,3.29
1744,1,2.55
1745,3,3.29
1746,5,2.55
1747,2,2.51
1748,2,2.95
1749,2,12.75
1750,1,1.45
1751,1,2.08
1752,24,1.25
1753,2,2.89
1754,1,10.79
1755,6,4.15
1756,1,3.29
1757,3,9.95
1758,12,0.85
1759,10,1.65
1760,2,7.95
1761,4,7.46
1762,6,0.42
1763,2,7.95
1764,20,1.06
1765,12,1.65
1766,1,1.69
1767,9,1.65
1768,1,2.1
1769,2,4.15
1770,12,0.85
1771,10,1.95
1772,4,4.15
1773,6,2.55
1774,4,1.65
1775,12,0.85
1776,5,0.85
1777,1,4.95
1778,8,1.95
1779,1,2.95
1780,2,2.1
1781,4,1.25
1782,20,4.95
1783,1,2.11
1784,1,8.5
1785,1,8.25
1786,1,7.62
1787,1,6.75
1788,1,0.42
1789,36,1.65
1790,1,1.63
1791,12,0.39
1792,1,1.65
1793,12,0.29
1794,2,1.25
1795,10,2.51
1796,2,8.95
1797,1,0.83
1798,1,3.25
1799,24,0.55
1800,2,2.89
1801,10,1.65
1802,1,4.25
1803,3,4.21
1804,2,2.95
1805,15,1.65
1806,6,2.95
1807,12,0.85
1808,2,8.25
1809,6,2.95
1810,2,6.95
1811,2,1.25
1812,2,7.62
1813,7,1.63
1814,8,0.83
1815,6,2.95
1816,1,2.46
1817,3,4.13
1818,48,1.85
1819,9,3.75
1820,1,3.29
1821,1,9.95
1822,1,1.25
1823,6,0.85
1824,4,3.75
1825,1,1.63
1826,6,3.75
1827,2,2.1
1828,-11,2.95
1829,10,2.08
1830,3,4.25
1831,12,1.25
1832,1,1.63
1833,12,1.49
1834,12,1.65
1835,12,2.1
1836,2,0.83
1837,6,10.95
1838,1,7.95
1839,7,1.25
1840,2,1.25
1841,24,1.25
1842,2,9.95
1843,12,1.25
1844,6,2.95
1845,1,4.13
1846,1,2.46
1847,6,2.95
1848,3,1.65
1849,8,0.85
1850,1,2.51
1851,2,2.46
1852,24,0.65
1853,1,7.46
1854,2,7.95
1855,32,0.42
1856,12,1.25
1857,1,2.1
1858,2,1.65
1859,3,4.95
1860,10,2.08
1861,24,0.55
1862,12,0.85
1863,1,8.5
1864,6,2.95
1865,24,0.55
1866,1,3.75
1867,10,1.95
1868,1,0.29
1869,2,4.15
1870,48,0.42
1871,8,1.95
1872,2,0.29
1873,10,1.25
1874,2,0.83
1875,12,1.45
1876,1,0.83
1877,1,1.63
1878,6,1.45
1879,30,0.21
1880,3,0.85
1881,4,2.95
1882,24,0.65
1883,10,2.08
1884,1,0.85
1885,1,5.79
1886,4,3.75
1887,2,8.5
1888,1,10.4
1889,6,0.85
1890,3,4.21
1891,2,4.15
1892,3,0.55
1893,2,19.95
1894,1,2.1
1895,2,8.5
1896,100,0.72
1897,2,1.45
1898,10,2.08
1899,12,1.95
1900,2,8.25
1901,7,5.91
1902,2,1.95
1903,1,1.25
1904,2,8.5
1905,10,0.65
1906,24,0.42
1907,3,8.5
1908,4,3.75
1909,4,9.95
1910,24,1.25
1911,2,7.95
1912,6,4.15
1913,1,4.96
1914,1,2.95
1915,3,7.62
1916,4,1.25
1917,8,1.95
1918,6,4.95
1919,8,4.15
1920,1,1.69
1921,3,4.95
1922,6,1.65
1923,1,12.75
1924,1,7.95
1925,8,1.65
1926,1,14.95
1927,1,4.96
1928,4,12.75
1929,1,4.95
1930,3,5.95
1931,12,0.85
1932,24,0.42
1933,1,2.55
1934,1,1.63
1935,6,2.75
1936,12,1.25
1937,12,1.65
1938,10,0.85
1939,12,0.83
1940,2,1.65
1941,24,0.42
1942,4,2.95
1943,1,1.25
1944,10,0.85
1945,1,0.39
1946,8,7.95
1947,6,3.75
1948,8,2.89
1949,12,0.85
1950,1,8.95
1951,2,5.75
1952,1,2.95
1953,3,0.83
1954,1,2.46
1955,10,0.85
1956,2,4.13
1957,1,2.46
1958,3,2.55
1959,2,1.65
1960,4,4.95
1961,24,0.42
1962,3,1.65
1963,2,4.65
1964,18,1.25
1965,10,0.85
1966,6,2.1
1967,12,3.45
1968,1,6.25
1969,1,4.25
1970,24,0.55
1971,10,1.65
1972,12,1.25
1973,2,8.5
1974,1,1.65
1975,1,4.25
1976,6,2.08
1977,12,1.25
1978,1,4.15
1979,12,2.1
1980,2,7.95
1981,3,3.75
1982,2,7.95
1983,3,1.45
1984,6,2.08
1985,12,0.85
1986,18,3.75
1987,12,1.95
1988,1,4.95
1989,12,0.83
1990,6,2.95
1991,2,16.95
1992,24,1.25
1993,1,7.46
1994,2,2.08
1995,5,1.65
1996,12,0.85
1997,6,3.25
1998,10,2.08
1999,1,4.13
2000,4,3.75
2001,2,2.51
2002,1,1.95
2003,1,1.25
2004,16,1.69
2005,6,2.89
2006,2,7.95
2007,24,0.19
2008,12,1.65
2009,6,1.85
2010,3,5.75
2011,1,4.13
2012,1,3.75
2013,1,1.63
2014,6,9.95
2015,1,2.46
2016,4,1.25
2017,12,2.55
2018,1,1.25
2019,6,0.83
2020,3,1.65
2021,10,1.65
2022,4,4.15
2023,12,4.95
2024,1,8.5
2025,2,3.75
2026,1,3.75
2027,1,9.13
2028,6,2.95
2029,1,5.79
2030,1,3.5
2031,3,4.95
2032,1,5.79
2033,1,2.46
2034,1,8.95
2035,8,2.75
2036,20,2.08
2037,1,2.46
2038,3,0.65
2039,24,0.42
2040,6,1.95
2041,3,1.65
2042,3,4.95
2043,10,1.25
2044,12,1.25
2045,4,1.65
2046,4,1.45
2047,4,1.63
2048,6,2.55
2049,1,15.79
2050,1,8.29
2051,1,4.13
2052,24,0.42
2053,6,2.55
2054,2,4.13
2055,12,2.08
2056,16,4.95
2057,20,2.1
2058,5,2.1
2059,420,4.25
2060,-1,2.95
2061,2,7.95
2062,1,1.25
2063,12,2.1
2064,1,4.95
2065,30,1.65
2066,1,2.95
2067,2,1.25
2068,6,7.95
2069,4,4.25
2070,3,9.96
2071,4,0.55
2072,1,4.95
2073,240,1.04
2074,12,1.25
2075,1,5.51
2076,10,2.08
2077,5,4.96
2078,10,4.96
2079,36,1.04
2080,2,8.5
2081,4,3.75
2082,24,0.55
2083,3,1.25
2084,1,1.65
2085,20,2.08
2086,6,2.95
2087,1,0.83
2088,1,7.95
2089,24,1.45
2090,8,0.61
2091,12,2.1
2092,2,1.65
2093,1,8.29
2094,1,2.51
2095,1,5.95
2096,1,0.42
2097,1,2.98
2098,1,6.95
2099,100,0.72
2100,4,4.95
2101,12,2.95
2102,2,5.79
2103,10,2.08
2104,14,4.95
2105,5,0.55
2106,4,1.25
2107,6,4.15
2108,2,2.1
2109,6,1.65
2110,1,4.96
2111,-1,9.15
2112,48,2.08
2113,5,0.65
2114,10,1.65
2115,1,4.13
2116,24,1.25
2117,2,7.95
2118,6,2.1
2119,12,1.65
2120,2,0.42
2121,1,10.79
2122,16,14.95
2123,4,4.95
2124,6,1.25
2125,3,1.95
2126,9,0.79
2127,2,0.85
2128,4,4.25
2129,6,2.1
2130,3,6.25
2131,25,0.42
2132,24,0.42
2133,1,4.95
2134,6,2.95
2135,1,4.95
2136,1,226.19
2137,1,8.47
2138,2,1.63
2139,1,7.46
2140,4,3.75
2141,1,0.65
2142,1,14.95
2143,12,0.85
2144,48,1.45
2145,80,2.55
2146,1,2.55
2147,9,4.95
2148,1,5.79
2149,2,1.65
2150,12,0.42
2151,4,3.75
2152,1,2.95
2153,12,1.25
2154,36,2.55
2155,1,1.65
2156,1,7.95
2157,6,2.95
2158,4,0.65
2159,3,3.75
2160,6,2.95
2161,3,2.08
2162,1,1.63
2163,1,2.1
2164,3,4.65
2165,1,1.63
2166,2,0.65
2167,6,2.1
2168,4,3.95
2169,1,2.95
2170,1,0.83
2171,24,1.65
2172,6,1.65
2173,2,8.5
2174,12,2.95
2175,12,2.08
2176,8,2.25
2177,2,3.25
2178,40,1.25
2179,1,2.46
2180,2,2.08
2181,12,2.95
2182,1,4.13
2183,300,1.79
2184,6,0.42
2185,3,2.55
2186,1,4.96
2187,6,1.25
2188,12,1.45
2189,12,0.42
2190,2,0.42
2191,1,1.25
2192,1,0.85
2193,12,0.85
2194,4,0.79
2195,1,5.06
2196,6,2.95
2197,2,1.25
2198,25,0.42
2199,12,1.95
2200,2,4.95
2201,1,0.29
2202,4,3.75
2203,3,1.95
2204,12,0.29
2205,5,4.21
2206,12,1.25
2207,5,2.95
2208,6,1.25
2209,1,2.08
2210,2,0.95
2211,3,2.55
2212,10,0.85
2213,6,2.55
2214,1,9.96
2215,3,1.25
2216,1,18
2217,6,2.55
2218,2,0.85
2219,3,2.08
2220,12,1.65
2221,8,3.75
2222,3,0.55
2223,2,2.46
2224,5,0.79
2225,4,3.75
2226,10,1.65
2227,1,7.46
2228,-1,7.95
2229,1,1.25
2230,8,3.75
2231,1,2.95
2232,4,7.95
2233,6,1.65
2234,3,1.63
2235,4,1.65
2236,24,1.25
2237,2,0.39
2238,1,16.63
2239,1,1.25
2240,3,4.95
2241,2,2.95
2242,12,0.55
2243,6,1.06
2244,-3,4.15
2245,5,1.65
2246,10,1.65
2247,22,5.91
2248,2,3.75
2249,2,2.08
2250,2,0.83
2251,1,12.75
2252,5,2.1
2253,8,2.55
2254,1,3.95
2255,1,0.85
2256,8,3.75
2257,4,1.25
2258,24,0.42
2259,2,2.95
2260,10,1.65
2261,100,0.04
2262,1,4.13
2263,1,3.75
2264,24,0.85
2265,1,10.79
2266,12,0.55
2267,48,0.72
2268,2,8.95
2269,-1,1.45
2270,1,1.95
2271,2,0.85
2272,4,0.85
2273,3,4.95
2274,20,1.95
2275,3,4.13
2276,1,4.21
2277,1,2.46
2278,2,1.45
2279,4,3.75
2280,6,0.65
2281,192,0.55
2282,3,2.08
2283,4,2.08
2284,8,3.75
2285,12,0.42
2286,3,4.65
2287,8,3.75
2288,1,3.36
2289,2,2.95
2290,12,0.42
2291,1,2.08
2292,12,0.29
2293,8,1.25
2294,1,1.65
2295,1,4.13
2296,160,2.55
2297,6,1.65
2298,-1,35.65
2299,6,2.95
2300,12,1.65
2301,6,1.38
2302,2,0.83
2303,4,8.25
2304,1,1.25
2305,3,0.38
2306,20,2.08
2307,6,0.85
2308,1,0.42
2309,3,4.95
2310,24,0.85
2311,5,1.65
2312,3,1.25
2313,24,2.1
2314,-1,42.05
2315,36,0.42
2316,12,3.25
2317,1,2.95
2318,1,3.29
2319,12,0.79
2320,1,1.25
2321,4,3.75
2322,2,4.13
2323,2,3.75
2324,12,0.85
2325,7,2.46
2326,3,5.95
2327,1,4.13
2328,10,4.95
2329,25,0.21
2330,1,1.63
2331,3,0.39
2332,2,0.42
2333,12,2.95
2334,12,1.25
2335,24,1.65
2336,4,3.75
2337,4,2.25
2338,1,0.85
2339,1,2.46
2340,3,1.65
2341,1,8.29
2342,1,7.95
2343,12,2.1
2344,4,3.75
2345,10,2.08
2346,2,12.75
2347,10,1.95
2348,6,1.25
2349,2,1.65
2350,1,0.83
2351,2,7.95
2352,1,2.95
2353,1,0.85
2354,2,1.25
2355,1,16.63
2356,4,4.96
2357,12,1.65
2358,2,1.63
2359,5,2.95
2360,3,4.95
2361,1,4.95
2362,4,0.83
2363,2,0.29
2364,12,1.95
2365,3,4.95
2366,1,7.95
2367,2,7.95
2368,1,5.79
2369,1,1.63
2370,12,1.65
2371,1,4.96
2372,24,0.42
2373,1,1.45
2374,2,8.25
2375,12,1.45
2376,1,4.13
2377,1,2.1
2378,4,2.89
2379,2,1.25
2380,2,4.25
2381,6,4.15
2382,2,1.65
2383,1,12.75
2384,4,1.65
2385,2,12.5
2386,1,7.95
2387,1,2.08
2388,12,1.25
2389,36,0.85
2390,1,2.46
2391,1,6.25
2392,4,3.75
2393,4,2.95
2394,24,1.45
2395,6,8.5
2396,1,3.95
2397,3,2.95
2398,16,1.25
2399,24,1.25
2400,6,2.95
2401,2,2.55
2402,24,2.55
2403,6,3.29
2404,9,2.46
2405,1,1.66
2406,6,1.25
2407,6,2.55
2408,6,3.75
2409,27,6.63
2410,3,1.65
2411,12,0.85
2412,4,3.75
2413,5,2.55
2414,2,12.75
2415,12,2.89
2416,8,3.75
2417,4,10.95
2418,1,1.65
2419,480,3.39
2420,6,2.95
2421,2,6.77
2422,2,0.39
2423,11,1.65
2424,1,4.13
2425,12,0.29
2426,2,0.65
2427,5,2.1
2428,6,0.85
2429,2,2.95
2430,12,1.25
2431,3,4.15
2432,6,0.79
2433,12,1.25
2434,6,2.95
2435,3,7.46
2436,4,6.75
2437,12,0.85
2438,12,1.25
2439,20,0.55
2440,6,2.95
2441,1,6.63
2442,1,0.83
2443,20,1.95
2444,6,2.1
2445,12,3.75
2446,2,2.95
2447,10,2.08
2448,2,3.29
2449,36,1.25
2450,12,0.85
2451,1,2.1
2452,1,3.29
2453,1,4.95
2454,44,3.75
2455,1,4.95
2456,-2,2.1
2457,4,4.96
2458,56,0
2459,2,5.95
2460,1,3.36
2461,1,1.25
2462,1,8.29
2463,1,0.83
2464,1,24.96
2465,2,4.25
2466,40,1.85
2467,2,4.13
2468,24,1.25
2469,2,2.95
2470,12,2.55
2471,3,1.45
2472,200,1.79
2473,12,1.25
2474,2,3.75
2475,1,3.29
2476,1,1.25
2477,2,4.96
2478,1,2.46
2479,1,1.25
2480,12,2.1
2481,1,1.25
2482,6,2.1
2483,2,1.65
2484,6,2.95
2485,2,1.25
2486,5,1.95
2487,-1,0.85
2488,1,4.96
2489,2,1.45
2490,12,2.08
2491,3,0.85
2492,1,16.63
2493,25,0.42
2494,6,4.95
2495,4,1.25
2496,1,14.13
2497,10,1.65
2498,3,5.75
2499,80,3.39
2500,8,0.85
2501,6,0.85
2502,12,0.19
2503,-2,4.15
2504,10,1.65
2505,1,557.72
2506,12,1.45
2507,12,1.65
2508,25,0.42
2509,-1,2.08
2510,25,0.42
2511,1,1.45
2512,2,4.65
2513,1,5.75
2514,1,1.65
2515,12,1.95
2516,3,1.65
2517,1,0.85
2518,2,5.79
2519,3,2.95
2520,36,0.39
2521,20,4.21
2522,1,2.95
2523,10,1.95
2524,10,2.08
2525,3,4.95
2526,96,4.95
2527,1,1.65
2528,8,1.95
2529,12,1.25
2530,2,1.65
2531,12,2.1
2532,6,3.25
2533,5,0.83
2534,24,1.45
2535,1,5.91
2536,4,3.75
2537,12,1.95
2538,2,7.5
2539,6,2.95
2540,4,3.75
2541,6,1.95
2542,240,0.42
2543,10,2.08
2544,12,0.42
2545,6,1.85
2546,2,65
2547,1,20.38
2548,12,1.45
2549,1,0.85
2550,12,3.45
2551,10,2.08
2552,6,0.29
2553,2,4.95
2554,4,4.25
2555,1,16.63
2556,10,1.25
2557,1,4.13
2558,500,0.42
2559,6,2.55
2560,1,6.75
2561,6,1.45
2562,1,5.79
2563,1,8.47
2564,1,4.25
2565,12,1.45
2566,8,0.85
2567,2,12.75
2568,5,0.19
2569,1,3.29
2570,1,1.63
2571,24,0.36
2572,12,2.08
2573,1,2.08
2574,20,8
2575,1,20.38
2576,2,2.92
2577,2,1.25
2578,12,1.25
2579,1,3.25
2580,1,5.95
2581,1,0.55
2582,1,0.83
2583,12,0.42
2584,1,12.5
2585,6,2.95
2586,4,6.95
2587,12,1.25
2588,1,7.62
2589,2,3.29
2590,20,1.65
2591,5,0.85
2592,2,6.25
2593,2,1.95
2594,6,2.95
2595,1,2.55
2596,1,2.51
2597,2,4.96
2598,1,29.79
2599,8,3.95
2600,10,3.29
2601,6,2.95
2602,15,0.29
2603,-1,1.79
2604,12,0.85
2605,4,2.08
2606,72,1.06
2607,3,4.15
2608,10,1.65
2609,3,1.25
2610,2,1.25
2611,12,1.25
2612,1,16.95
2613,2,1.95
2614,16,0.83
2615,12,0.83
2616,6,1.69
2617,1,8.25
2618,3,2.51
2619,2,2.95
2620,12,1.25
2621,-1,2.08
2622,2,16.13
2623,6,1.25
2624,2,3.75
2625,5,3.36
2626,1,0.42
2627,360,0.55
2628,12,2.55
2629,1,3.95
2630,2,7.95
2631,1,8.5
2632,10,2.08
2633,2,1.25
2634,2,4.13
2635,1,3.95
2636,6,2.55
2637,1,1.25
2638,6,4.15
2639,10,0.85
2640,144,2.55
2641,8,2.95
2642,10,0.29
2643,10,1.65
2644,8,3.75
2645,1,2.46
2646,1,2.55
2647,3,4.95
2648,12,0.85
2649,24,3.39
2650,5,2.51
2651,12,0.85
2652,14,0.42
2653,3,3.75
2654,48,0.55
2655,7,0.42
2656,2,7.95
2657,12,0.42
2658,2,1.45
2659,1,3.36
2660,4,1.65
2661,40,2.08
2662,12,1.25
2663,2,0.83
2664,3,3.75
2665,10,0.85
2666,48,0.42
2667,144,0.36
2668,1,4.21
2669,8,4.13
2670,2,0.79
2671,1,1.25
2672,1,8.29
2673,34,10.95
2674,8,1.25
2675,48,0.85
2676,2,4.13
2677,36,1.06
2678,2,1.95
2679,6,4.95
2680,24,0.55
2681,1,5.06
2682,1,1.65
2683,6,3.75
2684,3,2.08
2685,2,8.25
2686,6,14.95
2687,2,9.95
2688,6,1.65
2689,2,0.85
2690,6,2.89
2691,2,1.25
2692,1,7.46
2693,1,3.75
2694,3,1.65
2695,1,1.25
2696,20,1.65
2697,6,2.95
2698,3,0.83
2699,6,4.25
2700,1,1.65
2701,12,0.75
2702,24,8.95
2703,1,4.13
2704,1,4.25
2705,24,1.06
2706,1,0.83
2707,1,7.95
2708,1,0.55
2709,4,1.25
2710,96,1.45
2711,25,0.42
2712,48,0.29
2713,6,2.55
2714,24,1.25
2715,4,4.96
2716,2,1.65
2717,8,4.95
2718,12,3.75
2719,12,1.25
2720,3,2.1
2721,1,1.25
2722,1,4.13
2723,504,1.69
2724,1,0.83
2725,5,2.55
2726,12,1.65
2727,1,4.13
2728,3,5.95
2729,8,2.55
2730,1,0.83
2731,25,0.42
2732,3,0.42
2733,12,0.65
2734,12,1.45
2735,4,2.95
2736,6,2.55
2737,2,1.45
2738,12,5.06
2739,3,4.95
2740,1,0.83
2741,11,2.1
2742,24,0.55
2743,1,3.29
2744,1,2.1
2745,1,2.08
2746,16,1.65
2747,16,0.29
2748,2,8.5
2749,120,2.1
2750,4,1.25
2751,1,2.46
2752,1,3.29
2753,12,0.39
2754,100,1.79
2755,2,2.95
2756,2,2.95
2757,1,5.79
2758,3,4.95
2759,12,1.25
2760,2,9.95
2761,1,4.13
2762,1,2.1
2763,2,12.75
2764,2,0.83
2765,1,1.63
2766,1,24.96
2767,1,4.13
2768,2,1.69
2769,1,3.29
2770,18,1.63
2771,48,0.85
2772,1,0.85
2773,12,0.42
2774,1,2.95
2775,6,4.95
2776,3,1.69
2777,72,2.55
2778,2,3.29
2779,2,0.42
2780,1,0.42
2781,100,1.79
2782,6,1.25
2783,1,20.38
2784,5,0.85
2785,1,3.25
2786,12,0.85
2787,3,5.95
2788,4,3.75
2789,1,2.1
2790,1,10.79
2791,1,4.13
2792,6,0.65
2793,12,0.42
2794,1,4.13
2795,3,4.95
2796,2,8.29
2797,6,2.89
2798,12,0.85
2799,1,1.45
2800,2,2.95
2801,1,2.55
2802,2,0.85
2803,1,6.95
2804,12,1.25
2805,24,0.42
2806,36,0.65
2807,2,16.95
2808,4,3.75
2809,2,4.13
2810,24,0.42
2811,12,0.85
2812,432,0.36
2813,2,5.79
2814,3,4.95
2815,8,7.65
2816,1,1.25
2817,1,0.83
2818,1,2.51
2819,2,1.25
2820,2,1.45
2821,-38,0
2822,2,5.95
2823,4,3.75
2824,2,2.1
2825,6,2.55
2826,10,1.65
2827,100,1.79
2828,1,2.95
2829,1,2.46
2830,6,2.95
2831,4,1.25
2832,36,2.55
2833,1,0.65
2834,6,4.15
2835,6,2.95
2836,6,3.25
2837,2,1.25
2838,20,1.65
2839,2,5.75
2840,1,7.95
2841,1,8.25
2842,2,7.95
2843,3,0.85
2844,1,5.95
2845,25,0.42
2846,10,1.25
2847,2,1.65
2848,12,1.45
2849,6,2.55
2850,12,0.85
2851,6,2.55
2852,110,1.06
2853,160,3.39
2854,2,1.25
2855,1,2.95
2856,5,6.75
2857,12,1.65
2858,48,1.85
2859,12,1.25
2860,1,2.46
2861,2,0.85
2862,1,1.66
2863,2,1.25
2864,1,4.95
2865,12,0.85
2866,12,0.38
2867,2,1.55
2868,1,2.89
2869,24,1.25
2870,4,4.95
2871,24,1.25
2872,3,4.95
2873,72,1.06
2874,8,1.65
2875,6,2.95
2876,276,0.38
2877,12,4.13
2878,6,2.89
2879,4,0.42
2880,2,2.46
2881,2,1.95
2882,-1,69.72
2883,48,0.75
2884,1,1.25
2885,18,1.25
2886,4,3.75
2887,8,2.1
2888,22,3.45
2889,2,1.25
2890,12,0.42
2891,6,2.55
2892,2,1.25
2893,1,2.95
2894,12,4.95
2895,6,4.15
2896,1,4.21
2897,16,0.65
2898,4,3.75
2899,10,1.25
2900,2,1.65
2901,4,8.5
2902,1,1.25
2903,1,12.46
2904,4,0.65
2905,12,1.25
2906,2,0.83
2907,16,1.69
2908,3,0.65
2909,2,9.95
2910,1,2.95
2911,12,0.55
2912,24,1.65
2913,5,1.28
2914,4,3.75
2915,2,2.95
2916,20,0.65
2917,2,1.65
2918,1,1.25
2919,2,4.13
2920,3,12.75
2921,16,1.25
2922,9,7.46
2923,6,2.49
2924,6,2.95
2925,6,1.95
2926,1,2.1
2927,1,8.5
2928,12,0.83
2929,10,0.85
2930,1,0.42
2931,6,2.1
2932,1,4.65
2933,5,4.95
2934,1,4.98
2935,-1,79.2
2936,12,1.95
2937,4,5.75
2938,24,1.25
2939,1,3.29
2940,8,0.29
2941,1,8.29
2942,4,4.15
2943,4,4.65
2944,1,5.79
2945,1,3.29
2946,2,9.95
2947,1,4.95
2948,2,8.5
2949,1,4.96
2950,1,1.65
2951,-30,0
2952,4,0.85
2953,12,2.95
2954,16,0.42
2955,1,1.65
2956,20,2.1
2957,1,0.85
2958,4,2.1
2959,2,2.49
2960,2,8.25
2961,1,2.49
2962,1,0.85
2963,21,3.29
2964,12,1.25
2965,2,7.95
2966,40,1.65
2967,6,1.25
2968,6,2.55
2969,1,1.66
2970,1,8.29
2971,2,2.95
2972,6,2.95
2973,1,12.5
2974,4,3.29
2975,1,2.95
2976,1,5.79
2977,2,1.65
2978,2,2.1
2979,12,2.89
2980,24,0.55
2981,8,3.95
2982,2,2.25
2983,4,1.65
2984,10,1.95
2985,12,1.25
2986,24,1.65
2987,8,1.65
2988,1,0.42
2989,12,0.39
2990,3,10.79
2991,1,2.95
2992,75,9.32
2993,1,2.1
2994,12,2.1
2995,2,1.65
2996,30,2.08
2997,2,7.95
2998,2,14.95
2999,4,2.1
3000,1,1.25
3001,96,1.45
3002,8,2.95
3003,2,8.5
3004,36,1.25
3005,12,1.65
3006,1,0.83
3007,1,4.13
3008,2,2.55
3009,2,5.45
3010,1,2.55
3011,144,0.55
3012,6,2.1
3013,1,4.96
3014,24,0.75
3015,12,1.69
3016,1,2.95
3017,5,5.79
3018,12,0.85
3019,-1,4.95
3020,1,5.95
3021,3,5.95
3022,8,2.95
3023,1,1.25
3024,1,5.95
3025,12,0.65
3026,8,1.95
3027,8,3.75
3028,1,2.51
3029,6,1.06
3030,1,8.29
3031,2,1.65
3032,2,5.79
3033,1,16.95
3034,2,4.25
3035,1,2.08
3036,1,3.75
3037,1,1.26
3038,12,1.65
3039,24,0.55
3040,1,3.29
3041,12,0.85
3042,1,9.95
3043,12,1.45
3044,6,1.06
3045,10,1.95
3046,-1,0.64
3047,3,1.25
3048,1,1.25
3049,12,0.83
3050,100,1.45
3051,12,2.08
3052,2,3.29
3053,64,10.95
3054,1,4.21
3055,1,7.95
3056,9,0.85
3057,3,1.25
3058,1,2.08
3059,1,9.95
3060,6,2.95
3061,12,0.85
3062,4,0.83
3063,10,3.29
3064,1,0.85
3065,1,4.13
3066,6,1.65
3067,12,1.25
3068,1,4.95
3069,13,0.42
3070,12,1.25
3071,36,0.21
3072,1,2.95
3073,2,8.47
3074,1,2.46
3075,6,2.95
3076,6,2.55
3077,2,2.08
3078,5,1.25
3079,2,2.08
3080,2,2.95
3081,10,0.79
3082,1,2.46
3083,2,4.95
3084,1,5.95
3085,2,7.9
3086,4,8.5
3087,6,2.55
3088,10,2.1
3089,2,3.25
3090,24,0.55
3091,4,6.25
3092,1,7.46
3093,7,1.25
3094,3,6.45
3095,1,2.1
3096,8,2.55
3097,1,1.95
3098,6,2.55
3099,10,1.65
3100,6,2.55
3101,20,2.08
3102,12,3.75
3103,4,4.25
3104,6,2.1
3105,12,2.1
3106,1,1.65
3107,4,1.25
3108,2,1.65
3109,144,1.25
3110,10,1.25
3111,20,0.39
3112,2,12.75
3113,3,6.25
3114,2,0.85
3115,1,3.75
3116,3,14.13
3117,6,1.06
3118,10,1.65
3119,12,2.55
3120,12,1.45
3121,12,1.95
3122,240,1.88
3123,1,3.95
3124,12,1.25
3125,20,1.65
3126,24,0.29
3127,1,1.25
3128,2,6.25
3129,1,2.08
3130,12,0.85
3131,10,2.08
3132,24,0.85
3133,20,0.85
3134,10,1.65
3135,1,8.5
3136,6,4.95
3137,12,2.1
3138,6,2.46
3139,1,5.95
3140,36,0.19
3141,13,0.42
3142,1,1.95
3143,1,3.75
3144,1,4.13
3145,1,4.25
3146,2,6.75
3147,1,2.55
3148,36,0.65
3149,1,6.77
3150,-4,3.75
3151,2,7.95
3152,1,18.2
3153,12,2.95
3154,4,3.75
3155,1,5.79
3156,25,0.42
3157,2,2.46
3158,10,2.08
3159,2,12.5
3160,3,1.45
3161,5,1.95
3162,12,1.25
3163,1,4.13
3164,8,1.65
3165,4,3.75
3166,6,2.89
3167,1,4.96
3168,12,1.95
3169,16,1.69
3170,-1,1.45
3171,6,2.95
3172,1,3.95
3173,2,4.15
3174,3,10.4
3175,1,3.29
3176,8,1.95
3177,4,1.25
3178,12,2.1
3179,2,2.95
3180,4,1.95
3181,1,1.65
3182,1,2.89
3183,2,1.25
3184,12,1.49
3185,1,7.46
3186,3,1.25
3187,4,9.95
3188,12,1.25
3189,1,1.25
3190,12,1.65
3191,6,1.25
3192,2,2.08
3193,1,2.46
3194,48,1.25
3195,3,0.55
3196,1,3.35
3197,8,4.95
3198,12,1.25
3199,1,4.95
3200,9,4.13
3201,10,0.85
3202,24,1.25
3203,12,4.95
3204,2,1.65
3205,2,0.12
3206,5,0.42
3207,1,2.46
3208,20,0.82
3209,1,0.42
3210,1,4.96
3211,12,0.42
3212,1,15.79
3213,3,5.95
